Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Protocol,Timestamp,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down/Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts/b_Avg,Fwd_Pkts/b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts/b_Avg,Bwd_Pkts/b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label,Cat,Sub_Cat,Date
192.168.0.16-124.156.245.123-52069-7100-6,192.168.0.16,52069,124.156.245.123,7100,6,2019-07-25 03:25:05,89,0,2,0.0,2848.0,0.0,0.0,0.0,0.0,1424.0,1424.0,1424.0,0.0,32000000.0,22471.91011235955,89.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,0.0,89.0,89.0,0,0,0,0,0,40,0.0,22471.91011235955,1424.0,1424.0,1424.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2136.0,0.0,1424.0,0,0,0,0,0,0,0,0,2,2848,-1,31,0,0,0.0,0.0,0.0,0.0,89.0,0.0,89.0,89.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.24-210.89.164.90-49987-8011-17,192.168.0.24,49987,210.89.164.90,8011,17,2019-07-25 03:24:36,31,1,1,35.0,35.0,35.0,35.0,35.0,0.0,35.0,35.0,35.0,0.0,2258064.516129032,64516.12903225807,31.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,32258.06451612904,32258.06451612904,35.0,35.0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,52.5,35.0,35.0,0,0,0,0,0,0,1,35,1,35,-1,-1,1,0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,31.0,Anomaly,Mirai,Mirai-UDP Flooding,2019-07-25
192.168.0.13-192.168.0.16-56361-10101-17,192.168.0.13,56361,192.168.0.16,10101,17,2019-07-25 03:24:10,287,3,1,3174.0,1430.0,1430.0,314.0,1058.0,644.3229004156224,1430.0,1430.0,1430.0,0.0,16041811.846689897,13937.282229965158,95.66666666666669,39.272551907577046,141.0,72.0,215.0,107.5,47.37615433949868,141.0,74.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,10452.961672473868,3484.320557491289,314.0,1430.0,1206.8,499.09037257795313,249091.2,0,0,0,0,0,0,0,0,0.0,1508.5,1058.0,1430.0,0,0,0,0,0,0,3,3174,1,1430,-1,-1,3,0,0.0,0.0,0.0,0.0,95.66666666666669,39.272551907577046,141.0,72.0,Anomaly,Mirai,Mirai-UDP Flooding,2019-07-25
192.168.0.13-192.168.0.16-10000-10101-17,192.168.0.13,10000,192.168.0.16,10101,17,2019-07-25 03:25:02,74,1,1,193.0,193.0,193.0,193.0,193.0,0.0,193.0,193.0,193.0,0.0,5216216.216216217,27027.027027027027,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,13513.513513513511,13513.513513513511,193.0,193.0,193.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,289.5,193.0,193.0,0,0,0,0,0,0,1,193,1,193,-1,-1,1,0,0.0,0.0,0.0,0.0,74.0,0.0,74.0,74.0,Anomaly,Mirai,Mirai-UDP Flooding,2019-07-25
192.168.0.13-192.168.0.16-10000-10101-17,192.168.0.13,10000,192.168.0.16,10101,17,2019-07-25 03:25:07,215,2,1,2860.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,19953488.372093026,13953.488372093025,107.5,45.9619407771256,140.0,75.0,75.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,9302.325581395353,4651.162790697676,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1906.666666666667,1430.0,1430.0,0,0,0,0,0,0,2,2860,1,1430,-1,-1,2,0,0.0,0.0,0.0,0.0,107.5,45.9619407771256,140.0,75.0,Anomaly,Mirai,Mirai-Ackflooding,2019-07-25
192.168.0.24-223.39.118.149-51762-443-6,192.168.0.24,51762,223.39.118.149,443,6,2019-05-20 04:57:31,229,0,4,0.0,367.0,0.0,0.0,0.0,0.0,330.0,0.0,91.75,159.78814098674533,1602620.0873362443,17467.248908296944,76.33333333333333,6.6583281184793925,84.0,72.0,0.0,0.0,0.0,0.0,0.0,229.0,76.33333333333333,6.6583281184793925,84.0,72.0,0,0,0,0,0,128,0.0,17467.248908296944,0.0,330.0,73.4,144.33571976472075,20832.8,0,0,0,0,1,0,0,0,0.0,91.75,0.0,91.75,0,0,0,0,0,0,0,0,4,367,-1,33,0,0,0.0,0.0,0.0,0.0,78.0,8.48528137423857,84.0,72.0,Normal,Normal,Normal,2019-05-20
192.168.0.24-104.70.122.58-50966-443-6,192.168.0.24,50966,104.70.122.58,443,6,2019-05-20 04:59:24,84,0,2,0.0,2896.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,0.0,34476190.47619048,23809.52380952381,84.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,84.0,84.0,0,0,0,0,0,64,0.0,23809.52380952381,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2172.0,0.0,1448.0,0,0,0,0,0,0,0,0,2,2896,-1,478,0,0,0.0,0.0,0.0,0.0,84.0,0.0,84.0,84.0,Normal,Normal,Normal,2019-05-20
192.168.0.13-192.168.0.16-10000-10101-17,192.168.0.13,10000,192.168.0.16,10101,17,2019-07-25 03:25:07,256,2,1,2860.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,16757812.5,11718.75,128.0,21.213203435596427,143.0,113.0,143.0,143.0,0.0,143.0,143.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,7812.5,3906.25,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1906.666666666667,1430.0,1430.0,0,0,0,0,0,0,2,2860,1,1430,-1,-1,2,0,0.0,0.0,0.0,0.0,128.0,21.213203435596427,143.0,113.0,Anomaly,Mirai,Mirai-UDP Flooding,2019-07-25
192.168.0.24-104.70.122.58-50966-443-6,192.168.0.24,50966,104.70.122.58,443,6,2019-05-20 04:59:46,201,0,2,0.0,2896.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,0.0,14407960.199004974,9950.248756218904,201.0,0.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,201.0,201.0,0.0,201.0,201.0,0,0,0,0,0,64,0.0,9950.248756218904,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2172.0,0.0,1448.0,0,0,0,0,0,0,0,0,2,2896,-1,511,0,0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,201.0,Normal,Normal,Normal,2019-05-20
192.168.0.13-192.168.0.16-56361-10101-17,192.168.0.13,56361,192.168.0.16,10101,17,2019-07-25 03:24:10,262,2,1,1652.0,1430.0,1430.0,222.0,826.0,854.1849916733493,1430.0,1430.0,1430.0,0.0,11763358.778625956,11450.381679389311,131.0,22.62741699796952,147.0,115.0,115.0,115.0,0.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,7633.587786259543,3816.7938931297713,222.0,1430.0,1128.0,604.0,364816.0,0,0,0,0,0,0,0,0,0.0,1504.0,826.0,1430.0,0,0,0,0,0,0,2,1652,1,1430,-1,-1,2,0,0.0,0.0,0.0,0.0,131.0,22.62741699796952,147.0,115.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.16-121.53.203.203-56333-443-6,192.168.0.16,56333,121.53.203.203,443,6,2019-07-25 03:21:48,269,0,4,0.0,193.0,0.0,0.0,0.0,0.0,147.0,0.0,48.25,69.31269724949391,717472.118959108,14869.888475836431,89.66666666666669,28.005951748393286,122.0,73.0,0.0,0.0,0.0,0.0,0.0,269.0,89.66666666666669,28.005951748393286,122.0,73.0,0,0,0,0,0,128,0.0,14869.888475836431,0.0,147.0,38.6,63.78714604056211,4068.8,0,0,0,0,1,0,0,0,0.0,48.25,0.0,48.25,0,0,0,0,0,0,0,0,4,193,-1,76,0,0,0.0,0.0,0.0,0.0,89.66666666666669,28.005951748393286,122.0,73.0,Anomaly,Mirai,Mirai-UDP Flooding,2019-07-25
150.109.162.74-192.168.0.16-80-56410-6,192.168.0.16,56410,150.109.162.74,80,6,2019-07-25 03:24:59,77,0,2,0.0,2880.0,0.0,0.0,0.0,0.0,1440.0,1440.0,1440.0,0.0,37402597.40259741,25974.025974025968,77.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0,77.0,77.0,0,0,0,0,0,40,0.0,25974.025974025968,1440.0,1440.0,1440.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2160.0,0.0,1440.0,0,0,0,0,0,0,0,0,2,2880,-1,123,0,0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,77.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.16-31.13.76.16-56391-443-6,192.168.0.16,56391,31.13.76.16,443,6,2019-07-25 03:24:50,193,0,3,0.0,3140.0,0.0,0.0,0.0,0.0,1388.0,364.0,1046.6666666666667,591.2066756501767,16269430.051813472,15544.041450777202,96.5,30.40559159102155,118.0,75.0,0.0,0.0,0.0,0.0,0.0,193.0,96.5,30.40559159102155,118.0,75.0,0,0,0,0,0,96,0.0,15544.041450777202,364.0,1388.0,1132.0,512.0,262144.0,0,0,0,0,1,0,0,0,0.0,1509.333333333333,0.0,1046.6666666666667,0,0,0,0,0,0,0,0,3,3140,-1,113,0,0,0.0,0.0,0.0,0.0,96.5,30.40559159102155,118.0,75.0,Anomaly,Mirai,Mirai-Ackflooding,2019-07-25
192.168.0.24-104.70.122.58-50966-443-6,192.168.0.24,50966,104.70.122.58,443,6,2019-05-20 04:59:02,436,0,5,0.0,7240.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,0.0,16605504.587155962,11467.88990825688,109.0,27.0801280154532,135.0,71.0,0.0,0.0,0.0,0.0,0.0,436.0,109.0,27.0801280154532,135.0,71.0,0,0,0,0,0,160,0.0,11467.88990825688,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,1737.6,0.0,1448.0,0,0,0,0,0,0,0,0,5,7240,-1,444,0,0,0.0,0.0,0.0,0.0,109.0,27.0801280154532,135.0,71.0,Normal,Normal,Normal,2019-05-20
192.168.0.13-192.168.0.16-10000-10101-17,192.168.0.13,10000,192.168.0.16,10101,17,2019-07-25 03:25:09,75,1,1,1430.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,38133333.333333336,26666.66666666667,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,13333.333333333336,13333.333333333336,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,2145.0,1430.0,1430.0,0,0,0,0,0,0,1,1430,1,1430,-1,-1,1,0,0.0,0.0,0.0,0.0,75.0,0.0,75.0,75.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
150.109.162.74-192.168.0.16-80-56410-6,192.168.0.16,56410,150.109.162.74,80,6,2019-07-25 03:24:59,289,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17301.03806228374,72.25,0.4999999999999992,73.0,72.0,216.0,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,128,40,13840.83044982699,3460.2076124567475,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,2048,0,0,0.0,0.0,0.0,0.0,72.25,0.4999999999999992,73.0,72.0,Anomaly,Mirai,Mirai-Ackflooding,2019-07-25
192.168.0.13-192.168.0.16-9020-56242-6,192.168.0.16,56242,192.168.0.13,9020,6,2019-09-10 01:41:52,117,0,2,0.0,2776.0,0.0,0.0,0.0,0.0,1388.0,1388.0,1388.0,0.0,23726495.72649573,17094.017094017094,117.0,0.0,117.0,117.0,0.0,0.0,0.0,0.0,0.0,117.0,117.0,0.0,117.0,117.0,0,1,0,0,0,64,0.0,17094.017094017094,1388.0,1388.0,1388.0,0.0,0.0,0,0,0,1,1,0,0,0,0.0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0.0,0.0,117.0,0.0,117.0,117.0,Anomaly,Mirai,Mirai-Hostbruteforceg,2019-09-10
192.168.0.16-124.156.245.123-52069-7100-6,192.168.0.16,52069,124.156.245.123,7100,6,2019-07-25 03:25:02,261,0,4,0.0,5696.0,0.0,0.0,0.0,0.0,1424.0,1424.0,1424.0,0.0,21823754.78927203,15325.670498084291,87.0,25.11971337416094,116.0,72.0,0.0,0.0,0.0,0.0,0.0,261.0,87.0,25.11971337416094,116.0,72.0,0,0,0,0,0,80,0.0,15325.670498084291,1424.0,1424.0,1424.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,1780.0,0.0,1424.0,0,0,0,0,0,0,0,0,4,5696,-1,31,0,0,0.0,0.0,0.0,0.0,87.0,25.11971337416094,116.0,72.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.13-192.168.0.16-10000-10101-17,192.168.0.13,10000,192.168.0.16,10101,17,2019-07-25 03:25:10,144,2,1,1720.0,1430.0,1430.0,290.0,860.0,806.1017305526642,1430.0,1430.0,1430.0,0.0,21875000.0,20833.33333333333,72.0,0.0,72.0,72.0,72.0,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,13888.888888888889,6944.444444444444,290.0,1430.0,1145.0,570.0,324900.0,0,0,0,0,0,0,0,0,0.0,1526.666666666667,860.0,1430.0,0,0,0,0,0,0,2,1720,1,1430,-1,-1,2,0,0.0,0.0,0.0,0.0,72.0,0.0,72.0,72.0,Anomaly,Mirai,Mirai-Ackflooding,2019-07-25
192.168.0.13-192.168.0.16-9020-49799-6,192.168.0.16,49799,192.168.0.13,9020,6,2019-05-20 05:01:09,78,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25641.02564102564,78.0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,12820.51282051282,12820.51282051282,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32594,0,0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,78.0,Normal,Normal,Normal,2019-05-20
192.168.0.13-192.168.0.16-9020-56255-6,192.168.0.16,56255,192.168.0.13,9020,6,2019-09-10 01:44:00,122,0,2,0.0,1418.0,0.0,0.0,0.0,0.0,1388.0,30.0,709.0,960.2510088513316,11622950.819672132,16393.442622950817,122.0,0.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,122.0,122.0,0.0,122.0,122.0,0,0,0,0,0,64,0.0,16393.442622950817,30.0,1388.0,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0.0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0.0,0.0,122.0,0.0,122.0,122.0,Anomaly,Mirai,Mirai-Hostbruteforceg,2019-09-10
192.168.0.13-192.168.0.16-9020-10127-6,192.168.0.16,10127,192.168.0.13,9020,6,2019-09-10 01:41:44,76,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26315.78947368421,76.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,13157.894736842103,13157.894736842103,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32348,0,0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,76.0,Anomaly,Mirai,Mirai-Hostbruteforceg,2019-09-10
192.168.0.13-192.168.0.16-9020-56242-6,192.168.0.16,56242,192.168.0.13,9020,6,2019-09-10 01:41:51,148,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20270.27027027027,74.0,0.0,74.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,13513.513513513511,6756.756756756757,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,32594,0,0,0.0,0.0,0.0,0.0,74.0,0.0,74.0,74.0,Anomaly,Mirai,Mirai-Hostbruteforceg,2019-09-10
192.168.0.13-192.168.0.16-10000-10101-17,192.168.0.13,10000,192.168.0.16,10101,17,2019-07-25 03:25:10,238,0,4,0.0,136.0,0.0,0.0,0.0,0.0,40.0,32.0,34.0,3.999999999999999,571428.5714285714,16806.722689075632,79.33333333333333,5.131601439446884,85.0,75.0,0.0,0.0,0.0,0.0,0.0,238.0,79.33333333333333,5.131601439446884,85.0,75.0,0,0,0,0,0,32,0.0,16806.722689075632,32.0,40.0,35.2,4.3817804600413295,19.200000000000006,0,0,0,0,0,0,0,0,0.0,44.0,0.0,34.0,0,0,0,0,0,0,0,0,4,136,-1,-1,0,0,0.0,0.0,0.0,0.0,79.33333333333333,5.131601439446884,85.0,75.0,Anomaly,Mirai,Mirai-Ackflooding,2019-07-25
192.168.0.13-192.168.0.16-9020-56255-6,192.168.0.16,56255,192.168.0.13,9020,6,2019-09-10 01:44:04,76,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26315.78947368421,76.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,13157.894736842103,13157.894736842103,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,31380,0,0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,76.0,Anomaly,Mirai,Mirai-Hostbruteforceg,2019-09-10
192.168.0.24-223.39.123.191-40021-443-6,192.168.0.24,40021,223.39.123.191,443,6,2019-07-25 03:25:12,87,0,2,0.0,37.0,0.0,0.0,0.0,0.0,37.0,0.0,18.5,26.162950903902264,425287.35632183903,22988.50574712644,87.0,0.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,0.0,87.0,87.0,0,1,0,0,0,40,0.0,22988.50574712644,0.0,37.0,24.666666666666664,21.361959960016154,456.33333333333337,0,0,0,1,1,0,0,0,0.0,37.0,0.0,18.5,0,0,0,0,0,0,0,0,2,37,-1,27329,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.13-192.168.0.16-9020-56242-6,192.168.0.16,56242,192.168.0.13,9020,6,2019-09-10 01:42:08,81,0,2,0.0,1418.0,0.0,0.0,0.0,0.0,1388.0,30.0,709.0,960.2510088513316,17506172.83950617,24691.35802469136,81.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,81.0,81.0,0,0,0,0,0,64,0.0,24691.35802469136,30.0,1388.0,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0.0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0.0,0.0,81.0,0.0,81.0,81.0,Anomaly,Mirai,Mirai-Hostbruteforceg,2019-09-10
192.168.0.16-3.1.172.83-52051-6500-6,192.168.0.16,52051,3.1.172.83,6500,6,2019-07-25 03:22:39,145,2,1,37.0,0.0,37.0,0.0,18.5,26.162950903902264,0.0,0.0,0.0,0.0,255172.41379310345,20689.6551724138,72.5,0.7071067811865476,73.0,72.0,72.0,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,52,32,13793.103448275862,6896.551724137931,0.0,37.0,9.25,18.5,342.25,0,0,0,0,1,0,0,0,0.0,12.333333333333336,18.5,0.0,0,0,0,0,0,0,2,37,1,0,-1,32726,1,0,0.0,0.0,0.0,0.0,72.5,0.7071067811865476,73.0,72.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.13-192.168.0.16-10000-10101-17,192.168.0.13,10000,192.168.0.16,10101,17,2019-07-25 03:25:10,83,0,2,0.0,64.0,0.0,0.0,0.0,0.0,40.0,24.0,32.0,11.31370849898476,771084.3373493977,24096.38554216868,83.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0,83.0,83.0,0,0,0,0,0,16,0.0,24096.38554216868,24.0,40.0,29.33333333333333,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,44.0,0.0,32.0,0,0,0,0,0,0,0,0,2,64,-1,-1,0,0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,83.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.13-52.74.168.35-10000-6800-17,192.168.0.13,10000,52.74.168.35,6800,17,2019-07-25 03:25:01,287,0,5,0.0,1225.0,0.0,0.0,0.0,0.0,245.0,245.0,245.0,0.0,4268292.68292683,17421.602787456446,71.75,0.4999999999999992,72.0,71.0,0.0,0.0,0.0,0.0,0.0,287.0,71.75,0.4999999999999992,72.0,71.0,0,0,0,0,0,40,0.0,17421.602787456446,245.0,245.0,245.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,294.0,0.0,245.0,0,0,0,0,0,0,0,0,5,1225,-1,-1,0,0,0.0,0.0,0.0,0.0,71.75,0.4999999999999992,72.0,71.0,Anomaly,Mirai,Mirai-Ackflooding,2019-07-25
192.168.0.13-192.168.0.16-56361-10101-17,192.168.0.13,56361,192.168.0.16,10101,17,2019-07-25 03:24:20,297,4,1,1490.0,20.0,1430.0,20.0,372.5,705.0,20.0,20.0,20.0,0.0,5084175.084175084,16835.016835016835,74.25,1.7078251276599314,76.0,72.0,222.0,74.0,2.0,76.0,72.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,8,13468.013468013469,3367.0033670033667,20.0,1430.0,255.0,575.6300895540469,331350.0,0,0,0,0,0,0,0,0,0.0,306.0,372.5,20.0,0,0,0,0,0,0,4,1490,1,20,-1,-1,4,0,0.0,0.0,0.0,0.0,74.25,1.7078251276599314,76.0,72.0,Anomaly,Mirai,Mirai-UDP Flooding,2019-07-25
192.168.0.13-124.156.245.123-46110-7760-6,192.168.0.13,46110,124.156.245.123,7760,6,2019-07-25 03:25:03,82,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24390.243902439022,82.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,82.0,82.0,0,0,0,0,0,40,0.0,24390.243902439022,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,339,0,0,0.0,0.0,0.0,0.0,82.0,0.0,82.0,82.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.24-210.89.164.90-56110-8043-17,192.168.0.24,56110,210.89.164.90,8043,17,2019-07-25 03:24:55,21,1,1,18.0,18.0,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,1714285.7142857143,95238.09523809524,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,47619.04761904762,47619.04761904762,18.0,18.0,18.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,27.0,18.0,18.0,0,0,0,0,0,0,1,18,1,18,-1,-1,1,0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,21.0,Anomaly,Mirai,Mirai-UDP Flooding,2019-07-25
192.168.0.13-192.168.0.16-9020-49793-6,192.168.0.16,49793,192.168.0.13,9020,6,2019-05-20 05:00:50,417,0,5,0.0,5582.0,0.0,0.0,0.0,0.0,1388.0,30.0,1116.4,607.3160626889429,13386091.127098322,11990.407673860913,104.25,34.87477598494361,146.0,74.0,0.0,0.0,0.0,0.0,0.0,417.0,104.25,34.87477598494361,146.0,74.0,0,0,0,0,0,160,0.0,11990.407673860913,30.0,1388.0,1161.6666666666667,554.401178449926,307360.6666666666,0,0,0,0,1,0,0,0,0.0,1394.0,0.0,1116.4,0,0,0,0,0,0,0,0,5,5582,-1,1869,0,0,0.0,0.0,0.0,0.0,104.25,34.87477598494361,146.0,74.0,Normal,Normal,Normal,2019-05-20
192.168.0.13-192.168.0.16-9020-56242-6,192.168.0.16,56242,192.168.0.13,9020,6,2019-09-10 01:41:52,139,0,2,0.0,1388.0,0.0,0.0,0.0,0.0,1388.0,0.0,694.0,981.464212286928,9985611.510791369,14388.489208633096,139.0,0.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,139.0,139.0,0.0,139.0,139.0,0,0,0,0,0,64,0.0,14388.489208633096,0.0,1388.0,462.66666666666674,801.3621736352006,642181.3333333335,0,0,0,0,1,0,0,0,0.0,694.0,0.0,694.0,0,0,0,0,0,0,0,0,2,1388,-1,1869,0,0,0.0,0.0,0.0,0.0,139.0,0.0,139.0,139.0,Anomaly,Mirai,Mirai-Hostbruteforceg,2019-09-10
